Scene ID,Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
sc368,6761,6779,4.42444444444444,4.84888888888889,4.88333333333333,0.237983596298076,1715.33312670297,-60.2968208457352,142.529057987777,-51.1650288724822,37.2045982714905
sc369,6763,6781,4.85,4.70285714285714,5.56714285714286,0.222169903212426,1718.96296058763,-78.0547290771541,142.456054200147,-59.0887069268037,30.5326684711441
sc370,6766,6784,5.02181818181818,4.46454545454546,5.20636363636364,0.193248935089095,1772.26517224865,-104.041723759775,138.222167808912,-55.8642272682992,28.9444897231454
sc371,6768,6786,5.42333333333334,5.155,5.13166666666667,0.221543484870082,1805.28844721543,-82.8613513587504,137.339431406065,-56.937230712222,29.1211365286594
sc372,6771,6789,3.975,5.375,4.725,0.218300047064552,1894.10872574642,-87.7225455221487,133.818175346174,-62.7789466461205,33.5905725604355
sc373,6773,6791,5.91666666666667,4.40333333333333,6.085,0.183709368209772,2000.5559630021,-104.470368882566,127.447987759284,-59.5098274357657,36.1537248537526
sc374,6776,6794,5.45666666666667,4.22222222222222,5.32444444444444,0.146475505426756,2170.13570900632,-125.425712486823,116.407280070433,-56.8085862720144,38.5377898237212
sc375,6778,6796,4.87333333333333,4.50833333333333,5.21333333333333,0.145391217701676,2267.18963434033,-124.901010995266,107.010899211285,-47.3739135960478,46.9512117889263
sc376,6781,6799,5.3875,4.60125,5.46375,0.144050432185529,2459.90266540166,-115.569238225839,93.7170332940566,-36.6751421921426,55.3032810441502
sc377,6783,6801,5.56333333333333,3.92,5.82333333333333,0.167934592173726,2457.06169233748,-91.2383637072138,95.4048516394913,-40.1935418559939,55.1638852279367
sc378,6786,6804,5.676,4.602,5.926,0.177034638142819,2668.56839070328,-79.9133422145779,83.1089397022071,-33.9357574957256,53.8821856068684
sc379,6788,6806,5.389,4.884,5.473,0.157715483297199,2771.88703830052,-89.9121340778935,76.7216861727803,-26.9462598884905,52.4229244991799
sc380,6791,6809,5.58,4.396,4.816,0.173308594266429,2644.12415602969,-82.1454057260728,82.1967178482851,-25.2893714179985,47.1658888608326
sc381,6793,6811,5.45777777777778,4.07,5.48666666666667,0.165893215131969,2579.55851694514,-89.0351987588769,83.7676659136297,-24.8521194553492,44.6911150624341
sc382,6796,6814,5.61266666666667,4.25866666666667,5.54933333333333,0.163620949652748,2421.36727404122,-99.8374270279037,98.5570629395658,-29.4405393961957,37.3332882680048
sc383,6798,6816,6.0375,4.445,5.6,0.155992434513994,2227.81446787369,-115.207468660709,111.502608509194,-32.8830687149863,33.112282765863
sc384,6801,6819,5.2,4.255,5.19666666666667,0.127663869808394,2043.01946302569,-148.20192107918,123.631718813103,-29.8722761064124,24.9582752746127
sc385,6803,6821,6.00666666666667,4.00333333333333,5.87,0.102076858523984,1948.57912738642,-164.494254976537,128.472309927224,-30.8068457806018,27.7456528756136
sc386,6806,6824,5.71333333333333,3.73166666666667,5.33833333333333,0.100403308535505,1702.54010623516,-173.143794611807,140.681470417175,-36.325859090884,29.2780164280509
sc387,6808,6826,4.796,4.522,4.89,0.077698937506922,1793.58155655934,-183.913889636858,136.077271099552,-34.3442040772926,30.4380191688064
