Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
5340,5405,5.18529411764706,4.16882352941177,5.45647058823529,0.198192722037032,2186.10796246291,-28.0947705042243,102.400368961752,-4.17618158572,28.7975438744557
5406,5418,4.66222222222222,4.9,4.99,0.244894908739992,2258.57784209331,-1.74192394644374,98.0297677128068,-10.6698237163951,31.1846946132171
5424,5443,4.46461538461538,4.98692307692308,5.02461538461539,0.159787991719628,2090.28014734628,-45.4936120372144,107.989482447764,-8.48384137415351,24.8361406452329
5444,5447,6.436,4.126,5.798,0.19092740185575,2452.58342187962,-6.01025750739567,90.1412409271042,-13.7480091515355,24.929906634081
5448,5454,4.6575,4.87625,5.53875,0.146399620263862,2247.61775896405,-51.4833257308534,101.728783627076,-7.53153083560784,21.7196922105265
5455,5525,4.82052631578948,4.57385964912281,5.10982456140351,0.16413800108625,2381.23804671509,-22.5512850445744,94.9355654420097,-11.2583322201058,18.9110001166147
5527,5537,5.50083333333333,4.24583333333333,5.16666666666667,0.124533224042204,2185.59221938827,-70.3920796739514,102.309322421727,-4.42892305631017,23.2756780454253
5538,5547,4.92888888888889,4.49666666666667,5.04666666666667,0.218662260100555,2311.98085650963,-2.49924061522943,96.4895716083189,-15.0159465647937,24.1887349606119
5559,5565,5.53,3.82666666666667,5.42,0.138960515686951,1915.47897066012,-63.9554591000029,117.051607715377,-13.6654476539784,22.4405243812244
5566,5571,5.40166666666667,3.87166666666667,5.44333333333333,0.110072653789949,1826.61957495656,-100.170411281482,121.384115890079,-16.6437939745829,18.2814047448358
5572,5575,5.33,4.75,5.57,0.10422708357335,2150.61482096414,-103.106646874461,103.092813592898,-16.2171267341285,26.3304764038839
5576,5580,5.09666666666667,5.19416666666667,5.4225,0.135477732153777,2238.72876080595,-59.6556097014892,103.670908192605,-6.47930857515831,23.5811822636693
5581,5587,4.96833333333333,4.06166666666667,4.90833333333333,0.138995744873764,2171.44346900192,-50.2739762745805,104.517682933716,-14.0961889355209,17.6791889597967
5588,5620,5.44148148148148,4.20962962962963,5.72962962962963,0.143722499796489,2204.81227883759,-64.1541795575964,102.766584634708,-11.6116992831287,20.8967036107921
5621,5626,5.3275,4.59125,5.12125,0.168395076844258,2174.85142488913,-45.340587612125,100.770335838,-17.2470376467193,20.2846693230628
5627,5641,4.8325,4.29833333333333,5.105,0.222305081010585,2127.53411018466,-2.57489017385919,104.288806795597,-16.782711111848,27.358637168606
5642,5644,4.09,5.015,4.575,0.101130689614012,2448.54937608308,-92.4916742382924,94.3815438672102,-16.1922645718218,27.7823996527623
5645,5670,5.009375,4.731875,5.23625,0.166889738630385,2531.88853586581,-24.3109848099864,87.936158368264,-8.24174558500959,19.1516694960531
5671,5707,5.13548387096774,4.48741935483871,5.22161290322581,0.208612399449942,2443.38536092556,-12.8013391426067,91.0712320069884,-7.18556039536066,19.7100196820136
5708,5740,5.39692307692308,3.93192307692308,5.45615384615385,0.151169194036158,2415.44845814964,-42.184895938461,91.9543742409491,-9.60464644638068,18.7631423860363
5741,5800,5.47933333333333,4.30916666666667,5.33316666666667,0.175112670261246,2273.79937215817,-28.6387217766911,98.1899061642473,-9.39257171316948,23.3429155643862
5801,5932,5.5040350877193,4.16385964912281,5.34631578947369,0.031313817182296,2517.83984621665,-321.272347122435,90.976151262857,5.25602261229184,20.9008254946202
5933,5952,5.978,3.294,5.634,0.026977863247067,1394.42350063887,-307.116039533309,150.875682456856,-4.53519940563278,20.4424568473471
5953,6024,5.821,4.2855,5.4,0.054473554587414,1590.45583502079,-230.847131624308,133.200352132669,2.88344046361594,16.9882790872502
6025,6344,5.51432432432433,4.02788288288288,5.45418918918919,0.032914051530084,2141.48145739278,-299.612124205147,104.792265689253,13.4871074008849,23.7560655055
6345,6373,5.76291666666667,4.16833333333333,5.76,0.016533309377359,2642.78248546586,-303.678257086696,87.8362724110128,20.7283334936623,21.5825894790204
6374,6390,5.82333333333333,3.91666666666667,5.31,0.030408978494751,2169.48592645907,-270.531731836505,105.306406977145,8.93845370487196,17.8513876273462
6391,6399,5.57166666666667,3.565,6.175,0.03292621137242,2278.09532150415,-219.588180017919,96.0585103135075,15.2294869621365,35.9315954171979
6400,6438,5.26666666666667,3.85222222222222,5.31833333333333,0.018482517660556,2114.50766242243,-320.146087277764,110.318070968765,21.8405933805881,20.7289902732504
6439,6470,5.52565217391304,4.06869565217391,5.43,0.023075859751786,2018.25469763024,-286.578417698032,112.222101125531,-4.07025776719384,21.1504984802951
6471,6558,5.90835616438356,3.98753424657534,5.61013698630137,0.049648153905999,1827.63011596726,-253.120713758309,117.221090050117,1.80961842295619,25.4429965671901
6559,6866,5.72493333333333,3.989,5.6136,0.030666073994862,2135.88832625625,-308.909563085872,102.41042724468,3.47717479948395,22.2551155818048
6867,7028,5.55797872340426,3.98765957446809,5.63595744680851,0.104260319995849,1829.26836443822,-193.511889401223,117.073391977865,-9.25802990536334,23.2212035192228
7029,7094,5.80461538461538,3.92519230769231,5.66923076923077,0.12530519260989,1660.99271545929,-148.213962210252,119.850765989961,-2.09842399765828,32.767025675514
7095,7108,5.39333333333333,3.78333333333333,5.66222222222222,0.234835421346744,2142.41863751037,-20.4149100585488,100.916263641434,-0.229509795513582,28.4527423993756
7109,7205,5.92148148148148,4.17981481481482,5.69148148148148,0.051316309763676,1947.07793233081,-240.265303399384,116.478257733378,-7.59453869905197,20.1950526488838
7206,7220,4.312,5.192,4.006,0.188895703289477,2105.53733911252,-26.9174778024188,107.8848458918,-9.06464474067084,10.7371513291042
7221,7235,5.855,4.3975,4.6925,0.164954082684664,2148.17965473267,-41.7628673598112,103.544385662214,-8.61018768403979,13.4241965382758
